"Province/State","Country/Region","Lat","Long","Date","FirstDigit"
NA,"Vietnam",16,108,"2/29/20","1"
"New South Wales","Australia",-33.8688,151.2093,"2/3/20","4"
"Queensland","Australia",-28.0167,153.4,"2/3/20","2"
"South Australia","Australia",-34.9285,138.6007,"2/3/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/3/20","4"
NA,"Cambodia",11.55,104.9167,"2/3/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/3/20","1"
"Ontario","Canada",51.2538,-85.3232,"2/3/20","3"
"Anhui","China",31.8257,117.2264,"2/3/20","4"
"Beijing","China",40.1824,116.4142,"2/3/20","2"
"Chongqing","China",30.0572,107.874,"2/3/20","3"
"Fujian","China",26.0789,117.9874,"2/3/20","1"
"Gansu","China",37.8099,101.0583,"2/3/20","5"
"Guangdong","China",23.3417,113.4244,"2/3/20","7"
"Guangxi","China",23.8298,108.7881,"2/3/20","1"
"Guizhou","China",26.8154,106.8748,"2/3/20","4"
"Hainan","China",19.1959,109.7453,"2/3/20","7"
"Hebei","China",39.549,116.1306,"2/3/20","1"
"Heilongjiang","China",47.862,127.7615,"2/3/20","1"
"Henan","China",33.882,113.614,"2/3/20","5"
"Hong Kong","China",22.3,114.2,"2/3/20","1"
"Hubei","China",30.9756,112.2707,"2/3/20","1"
"Hunan","China",27.6104,111.7088,"2/3/20","5"
"Inner Mongolia","China",44.0935,113.9448,"2/3/20","3"
"Jiangsu","China",32.9711,119.455,"2/3/20","2"
"Jiangxi","China",27.614,115.7221,"2/3/20","3"
"Jilin","China",43.6661,126.1923,"2/3/20","3"
"Liaoning","China",41.2956,122.6085,"2/3/20","7"
"Macau","China",22.1667,113.55,"2/3/20","8"
"Ningxia","China",37.2692,106.1655,"2/3/20","3"
"Qinghai","China",35.7452,95.9956,"2/3/20","1"
"Shaanxi","China",35.1917,108.8701,"2/3/20","1"
"Shandong","China",36.3427,118.1498,"2/3/20","2"
"Shanghai","China",31.202,121.4491,"2/3/20","2"
"Shanxi","China",37.5777,112.2922,"2/3/20","7"
"Sichuan","China",30.6171,102.7103,"2/3/20","2"
"Tianjin","China",39.3054,117.323,"2/3/20","6"
"Tibet","China",31.6927,88.0924,"2/3/20","1"
"Xinjiang","China",41.1129,85.2401,"2/3/20","2"
"Yunnan","China",24.974,101.487,"2/3/20","1"
"Zhejiang","China",29.1832,120.0934,"2/3/20","7"
NA,"Finland",64,26,"2/3/20","1"
NA,"France",46.2276,2.2137,"2/3/20","6"
NA,"Germany",51,9,"2/3/20","1"
NA,"India",21,78,"2/3/20","3"
NA,"Italy",43,12,"2/3/20","2"
NA,"Japan",36,138,"2/3/20","2"
NA,"Korea, South",36,128,"2/3/20","1"
NA,"Malaysia",2.5,112.5,"2/3/20","8"
NA,"Nepal",28.1667,84.25,"2/3/20","1"
NA,"Philippines",13,122,"2/3/20","2"
NA,"Russia",60,90,"2/3/20","2"
NA,"Singapore",1.2833,103.8333,"2/3/20","1"
NA,"Spain",40,-4,"2/3/20","1"
NA,"Sri Lanka",7,81,"2/3/20","1"
NA,"Sweden",63,16,"2/3/20","1"
NA,"Taiwan*",23.7,121,"2/3/20","1"
NA,"Thailand",15,101,"2/3/20","1"
NA,"United Arab Emirates",24,54,"2/3/20","5"
NA,"United Kingdom",55.3781,-3.436,"2/3/20","2"
NA,"US",37.0902,-95.7129,"2/3/20","1"
NA,"Vietnam",16,108,"2/3/20","8"
"New South Wales","Australia",-33.8688,151.2093,"2/4/20","4"
"Queensland","Australia",-28.0167,153.4,"2/4/20","3"
"South Australia","Australia",-34.9285,138.6007,"2/4/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/4/20","4"
NA,"Belgium",50.8333,4,"2/4/20","1"
NA,"Cambodia",11.55,104.9167,"2/4/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/4/20","1"
"Ontario","Canada",51.2538,-85.3232,"2/4/20","3"
"Anhui","China",31.8257,117.2264,"2/4/20","4"
"Beijing","China",40.1824,116.4142,"2/4/20","2"
"Chongqing","China",30.0572,107.874,"2/4/20","3"
"Fujian","China",26.0789,117.9874,"2/4/20","1"
"Gansu","China",37.8099,101.0583,"2/4/20","5"
"Guangdong","China",23.3417,113.4244,"2/4/20","8"
"Guangxi","China",23.8298,108.7881,"2/4/20","1"
"Guizhou","China",26.8154,106.8748,"2/4/20","5"
"Hainan","China",19.1959,109.7453,"2/4/20","8"
"Hebei","China",39.549,116.1306,"2/4/20","1"
"Heilongjiang","China",47.862,127.7615,"2/4/20","1"
"Henan","China",33.882,113.614,"2/4/20","6"
"Hong Kong","China",22.3,114.2,"2/4/20","1"
"Hubei","China",30.9756,112.2707,"2/4/20","1"
"Hunan","China",27.6104,111.7088,"2/4/20","5"
"Inner Mongolia","China",44.0935,113.9448,"2/4/20","3"
"Jiangsu","China",32.9711,119.455,"2/4/20","3"
"Jiangxi","China",27.614,115.7221,"2/4/20","4"
"Jilin","China",43.6661,126.1923,"2/4/20","4"
"Liaoning","China",41.2956,122.6085,"2/4/20","8"
"Macau","China",22.1667,113.55,"2/4/20","1"
"Ningxia","China",37.2692,106.1655,"2/4/20","3"
"Qinghai","China",35.7452,95.9956,"2/4/20","1"
"Shaanxi","China",35.1917,108.8701,"2/4/20","1"
"Shandong","China",36.3427,118.1498,"2/4/20","2"
"Shanghai","China",31.202,121.4491,"2/4/20","2"
"Shanxi","China",37.5777,112.2922,"2/4/20","8"
"Sichuan","China",30.6171,102.7103,"2/4/20","2"
"Tianjin","China",39.3054,117.323,"2/4/20","6"
"Tibet","China",31.6927,88.0924,"2/4/20","1"
"Xinjiang","China",41.1129,85.2401,"2/4/20","2"
"Yunnan","China",24.974,101.487,"2/4/20","1"
"Zhejiang","China",29.1832,120.0934,"2/4/20","8"
NA,"Finland",64,26,"2/4/20","1"
NA,"France",46.2276,2.2137,"2/4/20","6"
NA,"Germany",51,9,"2/4/20","1"
NA,"India",21,78,"2/4/20","3"
NA,"Italy",43,12,"2/4/20","2"
NA,"Japan",36,138,"2/4/20","2"
NA,"Korea, South",36,128,"2/4/20","1"
NA,"Malaysia",2.5,112.5,"2/4/20","1"
NA,"Nepal",28.1667,84.25,"2/4/20","1"
NA,"Philippines",13,122,"2/4/20","2"
NA,"Russia",60,90,"2/4/20","2"
NA,"Singapore",1.2833,103.8333,"2/4/20","2"
NA,"Spain",40,-4,"2/4/20","1"
NA,"Sri Lanka",7,81,"2/4/20","1"
NA,"Sweden",63,16,"2/4/20","1"
NA,"Taiwan*",23.7,121,"2/4/20","1"
NA,"Thailand",15,101,"2/4/20","2"
NA,"United Arab Emirates",24,54,"2/4/20","5"
NA,"United Kingdom",55.3781,-3.436,"2/4/20","2"
NA,"US",37.0902,-95.7129,"2/4/20","1"
NA,"Vietnam",16,108,"2/4/20","8"
"New South Wales","Australia",-33.8688,151.2093,"2/5/20","4"
"Queensland","Australia",-28.0167,153.4,"2/5/20","3"
"South Australia","Australia",-34.9285,138.6007,"2/5/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/5/20","4"
NA,"Belgium",50.8333,4,"2/5/20","1"
NA,"Cambodia",11.55,104.9167,"2/5/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/5/20","2"
"Ontario","Canada",51.2538,-85.3232,"2/5/20","3"
"Anhui","China",31.8257,117.2264,"2/5/20","5"
"Beijing","China",40.1824,116.4142,"2/5/20","2"
"Chongqing","China",30.0572,107.874,"2/5/20","3"
"Fujian","China",26.0789,117.9874,"2/5/20","2"
"Gansu","China",37.8099,101.0583,"2/5/20","6"
"Guangdong","China",23.3417,113.4244,"2/5/20","8"
"Guangxi","China",23.8298,108.7881,"2/5/20","1"
"Guizhou","China",26.8154,106.8748,"2/5/20","6"
"Hainan","China",19.1959,109.7453,"2/5/20","9"
"Hebei","China",39.549,116.1306,"2/5/20","1"
"Heilongjiang","China",47.862,127.7615,"2/5/20","1"
"Henan","China",33.882,113.614,"2/5/20","7"
"Hong Kong","China",22.3,114.2,"2/5/20","2"
"Hubei","China",30.9756,112.2707,"2/5/20","1"
"Hunan","China",27.6104,111.7088,"2/5/20","6"
"Inner Mongolia","China",44.0935,113.9448,"2/5/20","4"
"Jiangsu","China",32.9711,119.455,"2/5/20","3"
"Jiangxi","China",27.614,115.7221,"2/5/20","5"
"Jilin","China",43.6661,126.1923,"2/5/20","5"
"Liaoning","China",41.2956,122.6085,"2/5/20","8"
"Macau","China",22.1667,113.55,"2/5/20","1"
"Ningxia","China",37.2692,106.1655,"2/5/20","3"
"Qinghai","China",35.7452,95.9956,"2/5/20","1"
"Shaanxi","China",35.1917,108.8701,"2/5/20","1"
"Shandong","China",36.3427,118.1498,"2/5/20","3"
"Shanghai","China",31.202,121.4491,"2/5/20","2"
"Shanxi","China",37.5777,112.2922,"2/5/20","8"
"Sichuan","China",30.6171,102.7103,"2/5/20","3"
"Tianjin","China",39.3054,117.323,"2/5/20","6"
"Tibet","China",31.6927,88.0924,"2/5/20","1"
"Xinjiang","China",41.1129,85.2401,"2/5/20","3"
"Yunnan","China",24.974,101.487,"2/5/20","1"
"Zhejiang","China",29.1832,120.0934,"2/5/20","8"
NA,"Finland",64,26,"2/5/20","1"
NA,"France",46.2276,2.2137,"2/5/20","6"
NA,"Germany",51,9,"2/5/20","1"
NA,"India",21,78,"2/5/20","3"
NA,"Italy",43,12,"2/5/20","2"
NA,"Japan",36,138,"2/5/20","2"
NA,"Korea, South",36,128,"2/5/20","1"
NA,"Malaysia",2.5,112.5,"2/5/20","1"
NA,"Nepal",28.1667,84.25,"2/5/20","1"
NA,"Philippines",13,122,"2/5/20","2"
NA,"Russia",60,90,"2/5/20","2"
NA,"Singapore",1.2833,103.8333,"2/5/20","2"
NA,"Spain",40,-4,"2/5/20","1"
NA,"Sri Lanka",7,81,"2/5/20","1"
NA,"Sweden",63,16,"2/5/20","1"
NA,"Taiwan*",23.7,121,"2/5/20","1"
NA,"Thailand",15,101,"2/5/20","2"
NA,"United Arab Emirates",24,54,"2/5/20","5"
NA,"United Kingdom",55.3781,-3.436,"2/5/20","2"
NA,"US",37.0902,-95.7129,"2/5/20","1"
NA,"Vietnam",16,108,"2/5/20","8"
"New South Wales","Australia",-33.8688,151.2093,"2/6/20","4"
"Queensland","Australia",-28.0167,153.4,"2/6/20","4"
"South Australia","Australia",-34.9285,138.6007,"2/6/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/6/20","4"
NA,"Belgium",50.8333,4,"2/6/20","1"
NA,"Cambodia",11.55,104.9167,"2/6/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/6/20","2"
"Ontario","Canada",51.2538,-85.3232,"2/6/20","3"
"Anhui","China",31.8257,117.2264,"2/6/20","5"
"Beijing","China",40.1824,116.4142,"2/6/20","2"
"Chongqing","China",30.0572,107.874,"2/6/20","4"
"Fujian","China",26.0789,117.9874,"2/6/20","2"
"Gansu","China",37.8099,101.0583,"2/6/20","6"
"Guangdong","China",23.3417,113.4244,"2/6/20","9"
"Guangxi","China",23.8298,108.7881,"2/6/20","1"
"Guizhou","China",26.8154,106.8748,"2/6/20","7"
"Hainan","China",19.1959,109.7453,"2/6/20","1"
"Hebei","China",39.549,116.1306,"2/6/20","1"
"Heilongjiang","China",47.862,127.7615,"2/6/20","2"
"Henan","China",33.882,113.614,"2/6/20","8"
"Hong Kong","China",22.3,114.2,"2/6/20","2"
"Hubei","China",30.9756,112.2707,"2/6/20","2"
"Hunan","China",27.6104,111.7088,"2/6/20","7"
"Inner Mongolia","China",44.0935,113.9448,"2/6/20","4"
"Jiangsu","China",32.9711,119.455,"2/6/20","3"
"Jiangxi","China",27.614,115.7221,"2/6/20","6"
"Jilin","China",43.6661,126.1923,"2/6/20","5"
"Liaoning","China",41.2956,122.6085,"2/6/20","9"
"Macau","China",22.1667,113.55,"2/6/20","1"
"Ningxia","China",37.2692,106.1655,"2/6/20","4"
"Qinghai","China",35.7452,95.9956,"2/6/20","1"
"Shaanxi","China",35.1917,108.8701,"2/6/20","1"
"Shandong","China",36.3427,118.1498,"2/6/20","3"
"Shanghai","China",31.202,121.4491,"2/6/20","2"
"Shanxi","China",37.5777,112.2922,"2/6/20","9"
"Sichuan","China",30.6171,102.7103,"2/6/20","3"
"Tianjin","China",39.3054,117.323,"2/6/20","7"
"Tibet","China",31.6927,88.0924,"2/6/20","1"
"Xinjiang","China",41.1129,85.2401,"2/6/20","3"
"Yunnan","China",24.974,101.487,"2/6/20","1"
"Zhejiang","China",29.1832,120.0934,"2/6/20","9"
NA,"Finland",64,26,"2/6/20","1"
NA,"France",46.2276,2.2137,"2/6/20","6"
NA,"Germany",51,9,"2/6/20","1"
NA,"India",21,78,"2/6/20","3"
NA,"Italy",43,12,"2/6/20","2"
NA,"Japan",36,138,"2/6/20","2"
NA,"Korea, South",36,128,"2/6/20","2"
NA,"Malaysia",2.5,112.5,"2/6/20","1"
NA,"Nepal",28.1667,84.25,"2/6/20","1"
NA,"Philippines",13,122,"2/6/20","2"
NA,"Russia",60,90,"2/6/20","2"
NA,"Singapore",1.2833,103.8333,"2/6/20","2"
NA,"Spain",40,-4,"2/6/20","1"
NA,"Sri Lanka",7,81,"2/6/20","1"
NA,"Sweden",63,16,"2/6/20","1"
NA,"Taiwan*",23.7,121,"2/6/20","1"
NA,"Thailand",15,101,"2/6/20","2"
NA,"United Arab Emirates",24,54,"2/6/20","5"
NA,"United Kingdom",55.3781,-3.436,"2/6/20","2"
NA,"US",37.0902,-95.7129,"2/6/20","1"
NA,"Vietnam",16,108,"2/6/20","1"
"New South Wales","Australia",-33.8688,151.2093,"2/7/20","4"
"Queensland","Australia",-28.0167,153.4,"2/7/20","5"
"South Australia","Australia",-34.9285,138.6007,"2/7/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/7/20","4"
NA,"Belgium",50.8333,4,"2/7/20","1"
NA,"Cambodia",11.55,104.9167,"2/7/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/7/20","4"
"Ontario","Canada",51.2538,-85.3232,"2/7/20","3"
"Anhui","China",31.8257,117.2264,"2/7/20","6"
"Beijing","China",40.1824,116.4142,"2/7/20","2"
"Chongqing","China",30.0572,107.874,"2/7/20","4"
"Fujian","China",26.0789,117.9874,"2/7/20","2"
"Gansu","China",37.8099,101.0583,"2/7/20","6"
"Guangdong","China",23.3417,113.4244,"2/7/20","1"
"Guangxi","China",23.8298,108.7881,"2/7/20","1"
"Guizhou","China",26.8154,106.8748,"2/7/20","8"
"Hainan","China",19.1959,109.7453,"2/7/20","1"
"Hebei","China",39.549,116.1306,"2/7/20","1"
"Heilongjiang","China",47.862,127.7615,"2/7/20","2"
"Henan","China",33.882,113.614,"2/7/20","9"
"Hong Kong","China",22.3,114.2,"2/7/20","2"
"Hubei","China",30.9756,112.2707,"2/7/20","2"
"Hunan","China",27.6104,111.7088,"2/7/20","7"
"Inner Mongolia","China",44.0935,113.9448,"2/7/20","5"
"Jiangsu","China",32.9711,119.455,"2/7/20","4"
"Jiangxi","China",27.614,115.7221,"2/7/20","6"
"Jilin","China",43.6661,126.1923,"2/7/20","6"
"Liaoning","China",41.2956,122.6085,"2/7/20","9"
"Macau","China",22.1667,113.55,"2/7/20","1"
"Ningxia","China",37.2692,106.1655,"2/7/20","4"
"Qinghai","China",35.7452,95.9956,"2/7/20","1"
"Shaanxi","China",35.1917,108.8701,"2/7/20","1"
"Shandong","China",36.3427,118.1498,"2/7/20","3"
"Shanghai","China",31.202,121.4491,"2/7/20","2"
"Shanxi","China",37.5777,112.2922,"2/7/20","1"
"Sichuan","China",30.6171,102.7103,"2/7/20","3"
"Tianjin","China",39.3054,117.323,"2/7/20","8"
"Tibet","China",31.6927,88.0924,"2/7/20","1"
"Xinjiang","China",41.1129,85.2401,"2/7/20","3"
"Yunnan","China",24.974,101.487,"2/7/20","1"
"Zhejiang","China",29.1832,120.0934,"2/7/20","1"
NA,"Diamond Princess",0,0,"2/7/20","6"
NA,"Finland",64,26,"2/7/20","1"
NA,"France",46.2276,2.2137,"2/7/20","6"
NA,"Germany",51,9,"2/7/20","1"
NA,"India",21,78,"2/7/20","3"
NA,"Italy",43,12,"2/7/20","3"
NA,"Japan",36,138,"2/7/20","2"
NA,"Korea, South",36,128,"2/7/20","2"
NA,"Malaysia",2.5,112.5,"2/7/20","1"
NA,"Nepal",28.1667,84.25,"2/7/20","1"
NA,"Philippines",13,122,"2/7/20","3"
NA,"Russia",60,90,"2/7/20","2"
NA,"Singapore",1.2833,103.8333,"2/7/20","3"
NA,"Spain",40,-4,"2/7/20","1"
NA,"Sri Lanka",7,81,"2/7/20","1"
NA,"Sweden",63,16,"2/7/20","1"
NA,"Taiwan*",23.7,121,"2/7/20","1"
NA,"Thailand",15,101,"2/7/20","2"
NA,"United Arab Emirates",24,54,"2/7/20","5"
NA,"United Kingdom",55.3781,-3.436,"2/7/20","3"
NA,"US",37.0902,-95.7129,"2/7/20","1"
NA,"Vietnam",16,108,"2/7/20","1"
"New South Wales","Australia",-33.8688,151.2093,"2/8/20","4"
"Queensland","Australia",-28.0167,153.4,"2/8/20","5"
"South Australia","Australia",-34.9285,138.6007,"2/8/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/8/20","4"
NA,"Belgium",50.8333,4,"2/8/20","1"
NA,"Cambodia",11.55,104.9167,"2/8/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/8/20","4"
"Ontario","Canada",51.2538,-85.3232,"2/8/20","3"
"Anhui","China",31.8257,117.2264,"2/8/20","7"
"Beijing","China",40.1824,116.4142,"2/8/20","3"
"Chongqing","China",30.0572,107.874,"2/8/20","4"
"Fujian","China",26.0789,117.9874,"2/8/20","2"
"Gansu","China",37.8099,101.0583,"2/8/20","7"
"Guangdong","China",23.3417,113.4244,"2/8/20","1"
"Guangxi","China",23.8298,108.7881,"2/8/20","1"
"Guizhou","China",26.8154,106.8748,"2/8/20","8"
"Hainan","China",19.1959,109.7453,"2/8/20","1"
"Hebei","China",39.549,116.1306,"2/8/20","1"
"Heilongjiang","China",47.862,127.7615,"2/8/20","2"
"Henan","China",33.882,113.614,"2/8/20","9"
"Hong Kong","China",22.3,114.2,"2/8/20","2"
"Hubei","China",30.9756,112.2707,"2/8/20","2"
"Hunan","China",27.6104,111.7088,"2/8/20","8"
"Inner Mongolia","China",44.0935,113.9448,"2/8/20","5"
"Jiangsu","China",32.9711,119.455,"2/8/20","4"
"Jiangxi","China",27.614,115.7221,"2/8/20","6"
"Jilin","China",43.6661,126.1923,"2/8/20","6"
"Liaoning","China",41.2956,122.6085,"2/8/20","1"
"Macau","China",22.1667,113.55,"2/8/20","1"
"Ningxia","China",37.2692,106.1655,"2/8/20","4"
"Qinghai","China",35.7452,95.9956,"2/8/20","1"
"Shaanxi","China",35.1917,108.8701,"2/8/20","1"
"Shandong","China",36.3427,118.1498,"2/8/20","4"
"Shanghai","China",31.202,121.4491,"2/8/20","2"
"Shanxi","China",37.5777,112.2922,"2/8/20","1"
"Sichuan","China",30.6171,102.7103,"2/8/20","3"
"Tianjin","China",39.3054,117.323,"2/8/20","8"
"Tibet","China",31.6927,88.0924,"2/8/20","1"
"Xinjiang","China",41.1129,85.2401,"2/8/20","4"
"Yunnan","China",24.974,101.487,"2/8/20","1"
"Zhejiang","China",29.1832,120.0934,"2/8/20","1"
NA,"Diamond Princess",0,0,"2/8/20","6"
NA,"Finland",64,26,"2/8/20","1"
NA,"France",46.2276,2.2137,"2/8/20","1"
NA,"Germany",51,9,"2/8/20","1"
NA,"India",21,78,"2/8/20","3"
NA,"Italy",43,12,"2/8/20","3"
NA,"Japan",36,138,"2/8/20","2"
NA,"Korea, South",36,128,"2/8/20","2"
NA,"Malaysia",2.5,112.5,"2/8/20","1"
NA,"Nepal",28.1667,84.25,"2/8/20","1"
NA,"Philippines",13,122,"2/8/20","3"
NA,"Russia",60,90,"2/8/20","2"
NA,"Singapore",1.2833,103.8333,"2/8/20","3"
NA,"Spain",40,-4,"2/8/20","1"
NA,"Sri Lanka",7,81,"2/8/20","1"
NA,"Sweden",63,16,"2/8/20","1"
NA,"Taiwan*",23.7,121,"2/8/20","1"
NA,"Thailand",15,101,"2/8/20","3"
NA,"United Arab Emirates",24,54,"2/8/20","7"
NA,"United Kingdom",55.3781,-3.436,"2/8/20","3"
NA,"US",37.0902,-95.7129,"2/8/20","1"
NA,"Vietnam",16,108,"2/8/20","1"
"New South Wales","Australia",-33.8688,151.2093,"2/9/20","4"
"Queensland","Australia",-28.0167,153.4,"2/9/20","5"
"South Australia","Australia",-34.9285,138.6007,"2/9/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/9/20","4"
NA,"Belgium",50.8333,4,"2/9/20","1"
NA,"Cambodia",11.55,104.9167,"2/9/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/9/20","4"
"Ontario","Canada",51.2538,-85.3232,"2/9/20","3"
"Anhui","China",31.8257,117.2264,"2/9/20","7"
"Beijing","China",40.1824,116.4142,"2/9/20","3"
"Chongqing","China",30.0572,107.874,"2/9/20","4"
"Fujian","China",26.0789,117.9874,"2/9/20","2"
"Gansu","China",37.8099,101.0583,"2/9/20","8"
"Guangdong","China",23.3417,113.4244,"2/9/20","1"
"Guangxi","China",23.8298,108.7881,"2/9/20","1"
"Guizhou","China",26.8154,106.8748,"2/9/20","9"
"Hainan","China",19.1959,109.7453,"2/9/20","1"
"Hebei","China",39.549,116.1306,"2/9/20","2"
"Heilongjiang","China",47.862,127.7615,"2/9/20","3"
"Henan","China",33.882,113.614,"2/9/20","1"
"Hong Kong","China",22.3,114.2,"2/9/20","2"
"Hubei","China",30.9756,112.2707,"2/9/20","2"
"Hunan","China",27.6104,111.7088,"2/9/20","8"
"Inner Mongolia","China",44.0935,113.9448,"2/9/20","5"
"Jiangsu","China",32.9711,119.455,"2/9/20","4"
"Jiangxi","China",27.614,115.7221,"2/9/20","7"
"Jilin","China",43.6661,126.1923,"2/9/20","7"
"Liaoning","China",41.2956,122.6085,"2/9/20","1"
"Macau","China",22.1667,113.55,"2/9/20","1"
"Ningxia","China",37.2692,106.1655,"2/9/20","4"
"Qinghai","China",35.7452,95.9956,"2/9/20","1"
"Shaanxi","China",35.1917,108.8701,"2/9/20","2"
"Shandong","China",36.3427,118.1498,"2/9/20","4"
"Shanghai","China",31.202,121.4491,"2/9/20","2"
"Shanxi","China",37.5777,112.2922,"2/9/20","1"
"Sichuan","China",30.6171,102.7103,"2/9/20","3"
"Tianjin","China",39.3054,117.323,"2/9/20","9"
"Tibet","China",31.6927,88.0924,"2/9/20","1"
"Xinjiang","China",41.1129,85.2401,"2/9/20","4"
"Yunnan","China",24.974,101.487,"2/9/20","1"
"Zhejiang","China",29.1832,120.0934,"2/9/20","1"
NA,"Diamond Princess",0,0,"2/9/20","6"
NA,"Finland",64,26,"2/9/20","1"
NA,"France",46.2276,2.2137,"2/9/20","1"
NA,"Germany",51,9,"2/9/20","1"
NA,"India",21,78,"2/9/20","3"
NA,"Italy",43,12,"2/9/20","3"
NA,"Japan",36,138,"2/9/20","2"
NA,"Korea, South",36,128,"2/9/20","2"
NA,"Malaysia",2.5,112.5,"2/9/20","1"
NA,"Nepal",28.1667,84.25,"2/9/20","1"
NA,"Philippines",13,122,"2/9/20","3"
NA,"Russia",60,90,"2/9/20","2"
NA,"Singapore",1.2833,103.8333,"2/9/20","4"
NA,"Spain",40,-4,"2/9/20","2"
NA,"Sri Lanka",7,81,"2/9/20","1"
NA,"Sweden",63,16,"2/9/20","1"
NA,"Taiwan*",23.7,121,"2/9/20","1"
NA,"Thailand",15,101,"2/9/20","3"
NA,"United Arab Emirates",24,54,"2/9/20","7"
NA,"United Kingdom",55.3781,-3.436,"2/9/20","3"
NA,"US",37.0902,-95.7129,"2/9/20","1"
NA,"Vietnam",16,108,"2/9/20","1"
NA,"Afghanistan",33,65,"3/1/20","1"
NA,"Algeria",28.0339,1.6596,"3/1/20","1"
NA,"Armenia",40.0691,45.0382,"3/1/20","1"
"New South Wales","Australia",-33.8688,151.2093,"3/1/20","6"
"Queensland","Australia",-28.0167,153.4,"3/1/20","9"
"South Australia","Australia",-34.9285,138.6007,"3/1/20","3"
"Victoria","Australia",-37.8136,144.9631,"3/1/20","7"
"Western Australia","Australia",-31.9505,115.8605,"3/1/20","2"
NA,"Austria",47.5162,14.5501,"3/1/20","1"
NA,"Azerbaijan",40.1431,47.5769,"3/1/20","3"
NA,"Bahrain",26.0275,50.55,"3/1/20","4"
NA,"Belarus",53.7098,27.9534,"3/1/20","1"
NA,"Belgium",50.8333,4,"3/1/20","2"
NA,"Brazil",-14.235,-51.9253,"3/1/20","2"
NA,"Cambodia",11.55,104.9167,"3/1/20","1"
"British Columbia","Canada",49.2827,-123.1207,"3/1/20","8"
"Ontario","Canada",51.2538,-85.3232,"3/1/20","1"
"Quebec","Canada",52.9399,-73.5491,"3/1/20","1"
"Anhui","China",31.8257,117.2264,"3/1/20","9"
"Beijing","China",40.1824,116.4142,"3/1/20","4"
"Chongqing","China",30.0572,107.874,"3/1/20","5"
"Fujian","China",26.0789,117.9874,"3/1/20","2"
"Gansu","China",37.8099,101.0583,"3/1/20","9"
"Guangdong","China",23.3417,113.4244,"3/1/20","1"
"Guangxi","China",23.8298,108.7881,"3/1/20","2"
"Guizhou","China",26.8154,106.8748,"3/1/20","1"
"Hainan","China",19.1959,109.7453,"3/1/20","1"
"Hebei","China",39.549,116.1306,"3/1/20","3"
"Heilongjiang","China",47.862,127.7615,"3/1/20","4"
"Henan","China",33.882,113.614,"3/1/20","1"
"Hong Kong","China",22.3,114.2,"3/1/20","9"
"Hubei","China",30.9756,112.2707,"3/1/20","6"
"Hunan","China",27.6104,111.7088,"3/1/20","1"
"Inner Mongolia","China",44.0935,113.9448,"3/1/20","7"
"Jiangsu","China",32.9711,119.455,"3/1/20","6"
"Jiangxi","China",27.614,115.7221,"3/1/20","9"
"Jilin","China",43.6661,126.1923,"3/1/20","9"
"Liaoning","China",41.2956,122.6085,"3/1/20","1"
"Macau","China",22.1667,113.55,"3/1/20","1"
"Ningxia","China",37.2692,106.1655,"3/1/20","7"
"Qinghai","China",35.7452,95.9956,"3/1/20","1"
"Shaanxi","China",35.1917,108.8701,"3/1/20","2"
"Shandong","China",36.3427,118.1498,"3/1/20","7"
"Shanghai","China",31.202,121.4491,"3/1/20","3"
"Shanxi","China",37.5777,112.2922,"3/1/20","1"
"Sichuan","China",30.6171,102.7103,"3/1/20","5"
"Tianjin","China",39.3054,117.323,"3/1/20","1"
"Tibet","China",31.6927,88.0924,"3/1/20","1"
"Xinjiang","China",41.1129,85.2401,"3/1/20","7"
"Yunnan","China",24.974,101.487,"3/1/20","1"
"Zhejiang","China",29.1832,120.0934,"3/1/20","1"
NA,"Croatia",45.1,15.2,"3/1/20","7"
NA,"Diamond Princess",0,0,"3/1/20","7"
NA,"Czechia",49.8175,15.473,"3/1/20","3"
NA,"Denmark",56.2639,9.5018,"3/1/20","4"
NA,"Dominican Republic",18.7357,-70.1627,"3/1/20","1"
NA,"Ecuador",-1.8312,-78.1834,"3/1/20","6"
NA,"Egypt",26,30,"3/1/20","2"
NA,"Estonia",58.5953,25.0136,"3/1/20","1"
NA,"Finland",64,26,"3/1/20","6"
NA,"France",46.2276,2.2137,"3/1/20","1"
NA,"Georgia",42.3154,43.3569,"3/1/20","3"
NA,"Germany",51,9,"3/1/20","1"
NA,"Greece",39.0742,21.8243,"3/1/20","7"
NA,"Iceland",64.9631,-19.0208,"3/1/20","3"
NA,"India",21,78,"3/1/20","3"
NA,"Iran",32,53,"3/1/20","9"
NA,"Iraq",33,44,"3/1/20","1"
NA,"Ireland",53.1424,-7.6921,"3/1/20","1"
NA,"Israel",31,35,"3/1/20","1"
